id,probability,payoutMultiplier
1354,1000000,0.04
1355,1000000,257.28
1356,1000000,96.17
1357,1000000,227.78
1358,1000000,195.16
1359,1000000,198.31
1360,1000000,2.45
1361,1000000,61.24
1362,1000000,8.33
1363,1000000,66.98
1364,1000000,13.65
1365,1000000,111.35
1366,1000000,0.42
1367,1000000,79.65
1368,1000000,193.88
1369,1000000,59.62
1370,1000000,54.58
1371,1000000,105.0
1372,1000000,141.75
1373,1000000,284.6
1374,1000000,5.78
1375,1000000,11.19
1376,1000000,73.72
1377,1000000,45.04
1378,1000000,134.08
1379,1000000,240.18
1380,1000000,108.91
1381,1000000,20.72
1382,1000000,91.34
1383,1000000,2.42
1384,1000000,23.58
1385,1000000,224.1
1386,1000000,200.04
1387,1000000,117.23
1388,1000000,155.18
1389,1000000,97.46
1390,1000000,3.81
1391,1000000,36.65
1392,1000000,109.99
1393,1000000,279.42
1394,1000000,37.65
1395,1000000,63.61
1396,1000000,9.63
1397,1000000,67.99
1398,1000000,72.51
1399,1000000,1.37
1400,1000000,193.84
1401,1000000,125.07
1402,1000000,231.07
1403,1000000,116.01
1404,1000000,112.5
1405,1000000,26.59
1406,1000000,150.81
1407,1000000,306.19
1408,1000000,24.48
1409,1000000,21.17
1410,1000000,308.22
1411,1000000,53.3
1412,1000000,440.15
1413,1000000,8.26
1414,1000000,192.92
1415,1000000,1.9
1416,1000000,93.19
1417,1000000,138.34
1418,1000000,1.05
1419,1000000,145.58
1420,1000000,62.87
1421,1000000,304.45
1422,1000000,231.08
1423,1000000,132.36
1424,1000000,63.88
1425,1000000,11.28
1426,1000000,332.82
1427,1000000,193.21
1428,1000000,273.05
1429,1000000,207.47
1430,1000000,186.33
1431,1000000,2.11
1432,1000000,100.12
1433,1000000,335.32
1434,1000000,116.3
1435,1000000,270.93
1436,1000000,305.58
1437,1000000,144.83
1438,1000000,4.83
1439,1000000,1.79
1440,1000000,76.36
1441,1000000,33.8
1442,1000000,103.54
1443,1000000,16.18
1444,1000000,276.47
1445,1000000,100.19
1446,1000000,158.28
1447,1000000,0.99
1448,1000000,184.87
1449,1000000,157.07
1450,1000000,350.64
1451,1000000,89.39
1452,1000000,10.35
1453,1000000,110.61
1454,1000000,276.1
1455,1000000,154.83
1456,1000000,61.77
1457,1000000,168.38
1458,1000000,324.2
1459,1000000,109.14
1460,1000000,29.65
1461,1000000,147.03
1462,1000000,0.57
1463,1000000,21.48
1464,1000000,0.54
1465,1000000,109.43
1466,1000000,6.75
1467,1000000,166.51
1468,1000000,1.51
1469,1000000,114.46
1470,1000000,354.49
1471,1000000,196.15
1472,1000000,280.91
1473,1000000,0.18
1474,1000000,78.37
1475,1000000,128.27
1476,1000000,227.43
1477,1000000,108.49
1478,1000000,42.27
1479,1000000,29.75
1480,1000000,21.77
1481,1000000,0.02
1482,1000000,47.92
1483,1000000,342.22
1484,1000000,0.07
1485,1000000,71.13
1486,1000000,165.46
1487,1000000,0.8
1488,1000000,37.52
1489,1000000,340.51
1490,1000000,63.29
1491,1000000,203.23
1492,1000000,28.05
1493,1000000,223.96
1494,1000000,9.42
1495,1000000,31.11
1496,1000000,28.07
1497,1000000,0.19
1498,1000000,180.32
1499,1000000,251.41
1500,1000000,206.28
1501,1000000,83.47
1502,1000000,4.58
1503,1000000,212.64
1504,1000000,244.25
1505,1000000,57.51
1506,1000000,0.32
1507,1000000,0.05
1508,1000000,136.93
1509,1000000,17.65
1510,1000000,20.77
1511,1000000,121.58
1512,1000000,132.12
1513,1000000,376.34
1514,1000000,137.34
1515,1000000,0.37
1516,1000000,203.97
1517,1000000,181.28
1518,1000000,0.1
1519,1000000,39.35
1520,1000000,79.4
1521,1000000,27.96
1522,1000000,32.41
1523,1000000,87.64
1524,1000000,4.25
1525,1000000,245.85
1526,1000000,9.65
1527,1000000,243.27
1528,1000000,85.54
1529,1000000,0.49
1530,1000000,161.53
1531,1000000,254.88
1532,1000000,327.79
1533,1000000,166.83
1534,1000000,0.97
1535,1000000,134.47
1536,1000000,205.73
1537,1000000,207.16
1538,1000000,123.3
1539,1000000,5.18
1540,1000000,288.91
1541,1000000,3.73
1542,1000000,42.47
1543,1000000,28.32
1544,1000000,267.31
1545,1000000,1.61
1546,1000000,112.69
1547,1000000,2.22
1548,1000000,30.74
1549,1000000,174.63
1550,1000000,0.51
1551,1000000,44.36
1552,1000000,2.86
1553,1000000,146.02
1554,1000000,170.65
1555,1000000,0.86
1556,1000000,236.42
1557,1000000,0.0
1558,1000000,59.63
1559,1000000,128.98
1560,1000000,150.99
1561,1000000,254.7
1562,1000000,164.41
1563,1000000,66.86
1564,1000000,78.92
1565,1000000,92.89
1566,1000000,80.48
1567,1000000,165.12
1568,1000000,5.12
1569,1000000,136.96
1570,1000000,115.1
1571,1000000,16.94
1572,1000000,18.01
1573,1000000,18.74
1574,1000000,98.45
1575,1000000,117.17
1576,1000000,42.38
1577,1000000,28.04
1578,1000000,0.09
1579,1000000,113.98
1580,1000000,159.38
1581,1000000,171.22
1582,1000000,280.62
1583,1000000,176.15
1584,1000000,212.54
1585,1000000,200.94
1586,1000000,1.98
1587,1000000,287.87
1588,1000000,76.55
1589,1000000,93.47
1590,1000000,8.42
1591,1000000,301.97
1592,1000000,26.21
1593,1000000,242.69
1594,1000000,82.34
1595,1000000,240.75
1596,1000000,273.4
1597,1000000,142.93
1598,1000000,58.02
1599,1000000,9.81
1600,1000000,62.67
