id,criteria,baseGameWins,freeGameWins,payoutMultiplier
767,freegame,0.0,158.97,158.97
768,freegame,0.0,194.71,194.71
769,freegame,0.0,259.03,259.03
770,freegame,0.0,189.46,189.46
771,freegame,0.0,109.17,109.17
772,freegame,0.0,14.44,14.44
773,freegame,0.0,179.35,179.35
774,freegame,0.0,23.62,23.62
775,freegame,0.0,206.18,206.18
776,freegame,0.0,54.01,54.01
777,freegame,0.0,201.55,201.55
778,freegame,0.0,136.42,136.42
779,freegame,0.0,2.75,2.75
780,freegame,0.0,208.21,208.21
781,freegame,0.0,16.07,16.07
782,freegame,0.0,27.4,27.4
783,freegame,0.0,148.92,148.92
784,freegame,0.0,8.27,8.27
785,freegame,0.0,95.62,95.62
786,freegame,0.0,199.22,199.22
787,freegame,0.0,0.02,0.02
788,freegame,0.0,225.93,225.93
789,freegame,0.0,17.71,17.71
790,freegame,0.0,240.78,240.78
791,freegame,0.0,173.53,173.53
792,freegame,0.0,84.9,84.9
793,freegame,0.0,1.41,1.41
794,freegame,0.0,237.33,237.33
795,freegame,0.0,111.7,111.7
796,freegame,0.0,6.0,6.0
797,freegame,0.0,233.17,233.17
798,freegame,0.0,96.16,96.16
799,freegame,0.0,121.71,121.71
800,freegame,0.0,0.0,0.0
801,freegame,0.0,84.24,84.24
802,freegame,0.0,12.45,12.45
803,freegame,0.0,323.87,323.87
804,freegame,0.0,50.36,50.36
805,freegame,0.0,169.95,169.95
806,freegame,0.0,94.49,94.49
807,freegame,0.0,129.44,129.44
808,freegame,0.0,76.21,76.21
809,freegame,0.0,67.49,67.49
810,freegame,0.0,202.9,202.9
811,freegame,0.0,74.57,74.57
812,freegame,0.0,113.09,113.09
813,freegame,0.0,16.57,16.57
814,freegame,0.0,205.03,205.03
815,freegame,0.0,233.32,233.32
816,freegame,0.0,130.87,130.87
817,freegame,0.0,0.84,0.84
818,freegame,0.0,142.67,142.67
819,freegame,0.0,1.82,1.82
820,freegame,0.0,0.06,0.06
821,freegame,0.0,7.32,7.32
822,freegame,0.0,208.04,208.04
823,freegame,0.0,2.68,2.68
824,freegame,0.0,269.76,269.76
825,freegame,0.0,19.22,19.22
826,freegame,0.0,312.38,312.38
827,freegame,0.0,237.85,237.85
828,freegame,0.0,0.04,0.04
829,freegame,0.0,330.1,330.1
830,freegame,0.0,162.7,162.7
831,freegame,0.0,3.49,3.49
832,freegame,0.0,10.84,10.84
833,freegame,0.0,310.22,310.22
834,freegame,0.0,53.95,53.95
835,freegame,0.0,233.17,233.17
836,freegame,0.0,81.38,81.38
837,freegame,0.0,13.72,13.72
838,freegame,0.0,257.06,257.06
839,freegame,0.0,117.63,117.63
840,freegame,0.0,76.46,76.46
841,freegame,0.0,121.92,121.92
842,freegame,0.0,203.58,203.58
843,freegame,0.0,70.4,70.4
844,freegame,0.0,115.45,115.45
845,freegame,0.0,286.05,286.05
846,freegame,0.0,235.92,235.92
847,freegame,0.0,70.2,70.2
848,freegame,0.0,77.75,77.75
849,freegame,0.0,105.44,105.44
850,freegame,0.0,130.01,130.01
851,freegame,0.0,36.11,36.11
852,freegame,0.0,256.44,256.44
853,freegame,0.0,0.19,0.19
854,freegame,0.0,18.71,18.71
855,freegame,0.0,43.02,43.02
856,freegame,0.0,151.15,151.15
857,freegame,0.0,16.3,16.3
858,freegame,0.0,223.36,223.36
859,freegame,0.0,29.43,29.43
860,freegame,0.0,223.14,223.14
861,freegame,0.0,8.09,8.09
862,freegame,0.0,60.47,60.47
863,freegame,0.0,213.69,213.69
864,freegame,0.0,50.3,50.3
865,freegame,0.0,25.97,25.97
866,freegame,0.0,82.78,82.78
867,freegame,0.0,146.23,146.23
868,freegame,0.0,210.01,210.01
869,freegame,0.0,178.66,178.66
870,freegame,0.0,59.62,59.62
871,freegame,0.0,125.67,125.67
872,freegame,0.0,0.01,0.01
873,freegame,0.0,369.64,369.64
874,freegame,0.0,134.61,134.61
875,freegame,0.0,293.23,293.23
876,freegame,0.0,212.98,212.98
877,freegame,0.0,132.58,132.58
878,freegame,0.0,236.38,236.38
879,freegame,0.0,15.11,15.11
880,freegame,0.0,131.24,131.24
881,freegame,0.0,12.95,12.95
882,freegame,0.0,282.14,282.14
883,freegame,0.0,5.99,5.99
884,freegame,0.0,34.37,34.37
885,freegame,0.0,27.37,27.37
886,freegame,0.0,0.2,0.2
887,freegame,0.0,59.3,59.3
888,freegame,0.0,7.61,7.61
889,freegame,0.0,104.51,104.51
890,freegame,0.0,135.6,135.6
891,freegame,0.0,217.91,217.91
892,freegame,0.0,188.17,188.17
893,freegame,0.0,167.39,167.39
894,freegame,0.0,208.39,208.39
895,freegame,0.0,265.48,265.48
896,freegame,0.0,133.19,133.19
897,freegame,0.0,153.18,153.18
898,freegame,0.0,243.35,243.35
899,freegame,0.0,251.17,251.17
900,freegame,0.0,32.86,32.86
901,freegame,0.0,248.59,248.59
902,freegame,0.0,282.49,282.49
903,freegame,0.0,229.33,229.33
904,freegame,0.0,184.56,184.56
905,freegame,0.0,273.16,273.16
906,freegame,0.0,227.57,227.57
907,freegame,0.0,33.81,33.81
908,freegame,0.0,337.46,337.46
909,freegame,0.0,58.42,58.42
910,freegame,0.0,101.25,101.25
911,freegame,0.0,77.11,77.11
912,freegame,0.0,89.0,89.0
913,freegame,0.0,0.08,0.08
914,freegame,0.0,0.19,0.19
915,freegame,0.0,75.57,75.57
916,freegame,0.0,50.54,50.54
917,freegame,0.0,222.65,222.65
918,freegame,0.0,0.07,0.07
919,freegame,0.0,268.87,268.87
920,freegame,0.0,60.58,60.58
921,freegame,0.0,16.89,16.89
922,freegame,0.0,197.62,197.62
923,freegame,0.0,162.94,162.94
924,freegame,0.0,30.22,30.22
925,freegame,0.0,72.87,72.87
926,freegame,0.0,247.86,247.86
927,freegame,0.0,338.48,338.48
928,freegame,0.0,0.03,0.03
929,freegame,0.0,79.18,79.18
930,freegame,0.0,17.85,17.85
931,freegame,0.0,0.24,0.24
932,freegame,0.0,180.28,180.28
933,freegame,0.0,1.86,1.86
934,freegame,0.0,0.56,0.56
935,freegame,0.0,206.01,206.01
936,freegame,0.0,338.82,338.82
937,freegame,0.0,145.35,145.35
938,freegame,0.0,1.17,1.17
939,freegame,0.0,154.0,154.0
940,freegame,0.0,225.35,225.35
941,freegame,0.0,22.48,22.48
942,freegame,0.0,256.97,256.97
943,freegame,0.0,29.87,29.87
944,freegame,0.0,3.75,3.75
945,freegame,0.0,11.96,11.96
946,freegame,0.0,154.16,154.16
947,freegame,0.0,182.77,182.77
948,freegame,0.0,179.84,179.84
949,freegame,0.0,1.19,1.19
950,freegame,0.0,65.49,65.49
951,freegame,0.0,1.37,1.37
952,freegame,0.0,211.52,211.52
953,freegame,0.0,6.2,6.2
954,freegame,0.0,28.45,28.45
955,freegame,0.0,0.69,0.69
956,freegame,0.0,1.0,1.0
957,freegame,0.0,280.31,280.31
958,freegame,0.0,4.37,4.37
959,freegame,0.0,346.94,346.94
960,freegame,0.0,11.74,11.74
961,freegame,0.0,176.78,176.78
962,freegame,0.0,43.93,43.93
963,freegame,0.0,37.07,37.07
964,freegame,0.0,223.4,223.4
965,freegame,0.0,0.13,0.13
966,freegame,0.0,62.16,62.16
967,freegame,0.0,231.62,231.62
968,freegame,0.0,180.1,180.1
969,freegame,0.0,106.49,106.49
970,freegame,0.0,0.32,0.32
971,freegame,0.0,55.42,55.42
972,freegame,0.0,153.85,153.85
973,freegame,0.0,0.16,0.16
974,freegame,0.0,233.99,233.99
975,freegame,0.0,87.83,87.83
976,freegame,0.0,123.3,123.3
977,freegame,0.0,174.69,174.69
978,freegame,0.0,10.01,10.01
979,freegame,0.0,0.16,0.16
980,freegame,0.0,174.25,174.25
981,freegame,0.0,45.43,45.43
982,freegame,0.0,35.64,35.64
983,freegame,0.0,33.46,33.46
984,freegame,0.0,133.23,133.23
985,freegame,0.0,236.71,236.71
986,freegame,0.0,8.93,8.93
987,freegame,0.0,154.7,154.7
988,freegame,0.0,79.12,79.12
989,freegame,0.0,156.37,156.37
990,freegame,0.0,182.89,182.89
991,freegame,0.0,4.54,4.54
992,freegame,0.0,387.38,387.38
993,freegame,0.0,0.01,0.01
994,freegame,0.0,89.8,89.8
995,freegame,0.0,4.09,4.09
996,freegame,0.0,255.69,255.69
997,freegame,0.0,177.21,177.21
998,freegame,0.0,125.13,125.13
999,freegame,0.0,66.89,66.89
1000,freegame,0.0,145.45,145.45
1001,freegame,0.0,93.87,93.87
1002,freegame,0.0,33.2,33.2
1003,freegame,0.0,198.23,198.23
1004,freegame,0.0,263.87,263.87
1005,freegame,0.0,236.4,236.4
1006,freegame,0.0,10.37,10.37
1007,freegame,0.0,316.67,316.67
1008,freegame,0.0,153.74,153.74
1009,freegame,0.0,13.77,13.77
1010,freegame,0.0,247.09,247.09
1011,freegame,0.0,212.02,212.02
1012,freegame,0.0,42.54,42.54
1013,freegame,0.0,136.06,136.06
1014,freegame,0.0,1.37,1.37
1015,freegame,0.0,291.33,291.33
1016,freegame,0.0,120.32,120.32
1017,freegame,0.0,227.83,227.83
1018,freegame,0.0,6.96,6.96
1019,freegame,0.0,175.09,175.09
1020,freegame,0.0,217.35,217.35
1021,freegame,0.0,196.1,196.1
1022,freegame,0.0,49.96,49.96
1023,freegame,0.0,2.85,2.85
1024,freegame,0.0,156.33,156.33
1025,freegame,0.0,185.05,185.05
1026,freegame,0.0,155.54,155.54
1027,freegame,0.0,131.57,131.57
1028,freegame,0.0,89.44,89.44
1029,freegame,0.0,243.5,243.5
1030,freegame,0.0,68.32,68.32
1031,freegame,0.0,344.11,344.11
1032,freegame,0.0,132.1,132.1
1033,freegame,0.0,218.53,218.53
1034,freegame,0.0,12.26,12.26
1035,freegame,0.0,138.62,138.62
1036,freegame,0.0,0.43,0.43
1037,freegame,0.0,362.88,362.88
1038,freegame,0.0,157.75,157.75
1039,freegame,0.0,20.13,20.13
1040,freegame,0.0,3.32,3.32
1041,freegame,0.0,0.72,0.72
1042,freegame,0.0,248.67,248.67
1043,freegame,0.0,39.62,39.62
1044,freegame,0.0,184.73,184.73
1045,freegame,0.0,47.86,47.86
1046,freegame,0.0,169.83,169.83
1047,freegame,0.0,0.56,0.56
1048,freegame,0.0,2.45,2.45
1049,freegame,0.0,1.49,1.49
1050,freegame,0.0,2.17,2.17
1051,freegame,0.0,104.85,104.85
1052,freegame,0.0,109.07,109.07
1053,freegame,0.0,0.85,0.85
1054,freegame,0.0,46.55,46.55
1055,freegame,0.0,203.69,203.69
1056,freegame,0.0,75.87,75.87
1057,freegame,0.0,237.87,237.87
1058,freegame,0.0,226.04,226.04
1059,freegame,0.0,195.3,195.3
1060,freegame,0.0,262.28,262.28
1061,freegame,0.0,225.88,225.88
1062,freegame,0.0,109.28,109.28
1063,freegame,0.0,227.91,227.91
1064,freegame,0.0,148.04,148.04
1065,freegame,0.0,50.03,50.03
1066,freegame,0.0,282.52,282.52
1067,freegame,0.0,21.5,21.5
1068,freegame,0.0,187.25,187.25
1069,freegame,0.0,16.12,16.12
1070,freegame,0.0,13.48,13.48
1071,freegame,0.0,23.73,23.73
1072,freegame,0.0,11.96,11.96
1073,freegame,0.0,338.55,338.55
1074,freegame,0.0,4.39,4.39
1075,freegame,0.0,35.98,35.98
1076,freegame,0.0,26.8,26.8
1077,freegame,0.0,151.63,151.63
1078,freegame,0.0,325.98,325.98
1079,freegame,0.0,111.56,111.56
1080,freegame,0.0,33.82,33.82
1081,freegame,0.0,67.08,67.08
1082,freegame,0.0,403.27,403.27
1083,freegame,0.0,17.43,17.43
1084,freegame,0.0,2.56,2.56
1085,freegame,0.0,171.13,171.13
1086,freegame,0.0,112.9,112.9
1087,freegame,0.0,80.13,80.13
1088,freegame,0.0,22.21,22.21
1089,freegame,0.0,33.24,33.24
1090,freegame,0.0,101.34,101.34
1091,freegame,0.0,15.37,15.37
1092,freegame,0.0,41.97,41.97
1093,freegame,0.0,328.13,328.13
1094,freegame,0.0,149.23,149.23
1095,freegame,0.0,240.66,240.66
1096,freegame,0.0,21.87,21.87
1097,freegame,0.0,257.17,257.17
1098,freegame,0.0,20.35,20.35
1099,freegame,0.0,0.81,0.81
1100,freegame,0.0,16.56,16.56
1101,freegame,0.0,7.55,7.55
1102,freegame,0.0,67.88,67.88
1103,freegame,0.0,90.67,90.67
1104,freegame,0.0,74.32,74.32
1105,freegame,0.0,290.04,290.04
1106,freegame,0.0,67.43,67.43
1107,freegame,0.0,0.0,0.0
1108,freegame,0.0,126.45,126.45
1109,freegame,0.0,0.43,0.43
1110,freegame,0.0,3.78,3.78
1111,freegame,0.0,102.32,102.32
1112,freegame,0.0,276.91,276.91
1113,freegame,0.0,58.09,58.09
1114,freegame,0.0,131.1,131.1
1115,freegame,0.0,231.78,231.78
1116,freegame,0.0,154.59,154.59
1117,freegame,0.0,2.06,2.06
1118,freegame,0.0,26.02,26.02
1119,freegame,0.0,272.05,272.05
1120,freegame,0.0,8.3,8.3
1121,freegame,0.0,166.42,166.42
1122,freegame,0.0,168.39,168.39
1123,freegame,0.0,250.63,250.63
1124,freegame,0.0,315.77,315.77
1125,freegame,0.0,109.42,109.42
1126,freegame,0.0,310.76,310.76
1127,freegame,0.0,301.46,301.46
1128,freegame,0.0,290.45,290.45
1129,freegame,0.0,49.17,49.17
1130,freegame,0.0,0.8,0.8
1131,freegame,0.0,9.63,9.63
1132,freegame,0.0,95.73,95.73
1133,freegame,0.0,114.45,114.45
1134,freegame,0.0,11.99,11.99
1135,freegame,0.0,49.92,49.92
1136,freegame,0.0,31.72,31.72
1137,freegame,0.0,150.09,150.09
1138,freegame,0.0,1.53,1.53
1139,freegame,0.0,301.01,301.01
1140,freegame,0.0,1.35,1.35
1141,freegame,0.0,6.17,6.17
1142,freegame,0.0,0.16,0.16
1143,freegame,0.0,267.53,267.53
1144,freegame,0.0,1.1,1.1
1145,freegame,0.0,21.94,21.94
1146,freegame,0.0,0.0,0.0
1147,freegame,0.0,110.21,110.21
1148,freegame,0.0,326.89,326.89
1149,freegame,0.0,236.16,236.16
1150,freegame,0.0,331.31,331.31
1151,freegame,0.0,220.96,220.96
1152,freegame,0.0,0.05,0.05
1153,freegame,0.0,213.87,213.87
1154,freegame,0.0,98.73,98.73
1155,freegame,0.0,225.35,225.35
1156,freegame,0.0,410.22,410.22
1157,freegame,0.0,7.36,7.36
1158,freegame,0.0,2.03,2.03
1159,freegame,0.0,33.86,33.86
1160,freegame,0.0,137.94,137.94
1161,freegame,0.0,271.3,271.3
1162,freegame,0.0,161.28,161.28
1163,freegame,0.0,167.81,167.81
1164,freegame,0.0,171.57,171.57
1165,freegame,0.0,165.5,165.5
1166,freegame,0.0,45.73,45.73
1167,freegame,0.0,1.67,1.67
1168,freegame,0.0,104.6,104.6
1169,freegame,0.0,130.78,130.78
1170,freegame,0.0,29.87,29.87
1171,freegame,0.0,0.0,0.0
1172,freegame,0.0,246.85,246.85
1173,freegame,0.0,1.79,1.79
1174,freegame,0.0,107.67,107.67
1175,freegame,0.0,6.31,6.31
1176,freegame,0.0,212.07,212.07
1177,freegame,0.0,44.12,44.12
1178,freegame,0.0,57.57,57.57
1179,freegame,0.0,22.46,22.46
1180,freegame,0.0,13.56,13.56
1181,freegame,0.0,253.62,253.62
1182,freegame,0.0,12.48,12.48
1183,freegame,0.0,189.68,189.68
1184,freegame,0.0,262.11,262.11
1185,freegame,0.0,267.18,267.18
1186,freegame,0.0,5.1,5.1
1187,freegame,0.0,418.62,418.62
1188,freegame,0.0,0.19,0.19
1189,freegame,0.0,316.63,316.63
1190,freegame,0.0,0.98,0.98
1191,freegame,0.0,4.48,4.48
1192,freegame,0.0,258.15,258.15
1193,freegame,0.0,23.54,23.54
1194,freegame,0.0,265.36,265.36
1195,freegame,0.0,233.19,233.19
1196,freegame,0.0,19.11,19.11
1197,freegame,0.0,172.73,172.73
1198,freegame,0.0,3.64,3.64
1199,freegame,0.0,136.35,136.35
1200,freegame,0.0,0.18,0.18
1201,freegame,0.0,127.14,127.14
1202,freegame,0.0,113.12,113.12
1203,freegame,0.0,166.67,166.67
1204,freegame,0.0,0.05,0.05
1205,freegame,0.0,0.9,0.9
1206,freegame,0.0,64.47,64.47
1207,freegame,0.0,33.05,33.05
1208,freegame,0.0,190.4,190.4
1209,freegame,0.0,322.44,322.44
1210,freegame,0.0,112.84,112.84
1211,freegame,0.0,306.46,306.46
1212,freegame,0.0,164.91,164.91
1213,freegame,0.0,131.74,131.74
1214,freegame,0.0,161.07,161.07
1215,freegame,0.0,289.34,289.34
1216,freegame,0.0,201.97,201.97
1217,freegame,0.0,7.44,7.44
1218,freegame,0.0,163.57,163.57
1219,freegame,0.0,142.61,142.61
1220,freegame,0.0,31.96,31.96
1221,freegame,0.0,86.66,86.66
1222,freegame,0.0,139.17,139.17
1223,freegame,0.0,78.4,78.4
1224,freegame,0.0,32.73,32.73
1225,freegame,0.0,123.08,123.08
1226,freegame,0.0,4.69,4.69
1227,freegame,0.0,357.03,357.03
1228,freegame,0.0,282.98,282.98
1229,freegame,0.0,117.56,117.56
1230,freegame,0.0,98.4,98.4
1231,freegame,0.0,76.93,76.93
1232,freegame,0.0,5.69,5.69
1233,freegame,0.0,80.67,80.67
1234,freegame,0.0,218.04,218.04
1235,freegame,0.0,57.89,57.89
1236,freegame,0.0,0.69,0.69
1237,freegame,0.0,1.48,1.48
1238,freegame,0.0,0.23,0.23
1239,freegame,0.0,243.83,243.83
1240,freegame,0.0,0.47,0.47
1241,freegame,0.0,9.94,9.94
1242,freegame,0.0,17.58,17.58
1243,freegame,0.0,292.31,292.31
1244,freegame,0.0,13.2,13.2
1245,freegame,0.0,143.92,143.92
1246,freegame,0.0,73.87,73.87
1247,freegame,0.0,50.18,50.18
1248,freegame,0.0,265.9,265.9
1249,freegame,0.0,19.63,19.63
1250,freegame,0.0,2.09,2.09
1251,freegame,0.0,54.01,54.01
1252,freegame,0.0,161.37,161.37
1253,freegame,0.0,160.97,160.97
1254,freegame,0.0,91.94,91.94
1255,freegame,0.0,153.31,153.31
1256,freegame,0.0,53.89,53.89
1257,freegame,0.0,0.32,0.32
1258,freegame,0.0,5.67,5.67
1259,freegame,0.0,0.2,0.2
1260,freegame,0.0,232.53,232.53
1261,freegame,0.0,151.87,151.87
1262,freegame,0.0,8.46,8.46
1263,freegame,0.0,39.93,39.93
1264,freegame,0.0,83.92,83.92
1265,freegame,0.0,5.33,5.33
1266,freegame,0.0,30.31,30.31
1267,freegame,0.0,4.22,4.22
1268,freegame,0.0,70.73,70.73
1269,freegame,0.0,84.58,84.58
1270,freegame,0.0,44.43,44.43
1271,freegame,0.0,108.35,108.35
1272,freegame,0.0,78.37,78.37
1273,freegame,0.0,0.48,0.48
1274,freegame,0.0,29.95,29.95
1275,freegame,0.0,1.32,1.32
1276,freegame,0.0,1.08,1.08
1277,freegame,0.0,75.79,75.79
1278,freegame,0.0,158.99,158.99
1279,freegame,0.0,70.32,70.32
1280,freegame,0.0,222.35,222.35
1281,freegame,0.0,270.07,270.07
1282,freegame,0.0,39.62,39.62
1283,freegame,0.0,158.84,158.84
1284,freegame,0.0,215.44,215.44
1285,freegame,0.0,11.07,11.07
1286,freegame,0.0,102.56,102.56
1287,freegame,0.0,221.27,221.27
1288,freegame,0.0,94.24,94.24
1289,freegame,0.0,12.38,12.38
1290,freegame,0.0,2.88,2.88
1291,freegame,0.0,1.51,1.51
1292,freegame,0.0,48.99,48.99
1293,freegame,0.0,0.24,0.24
1294,freegame,0.0,158.09,158.09
1295,freegame,0.0,0.11,0.11
1296,freegame,0.0,74.75,74.75
1297,freegame,0.0,44.38,44.38
1298,freegame,0.0,47.85,47.85
1299,freegame,0.0,202.89,202.89
1300,freegame,0.0,90.69,90.69
1301,freegame,0.0,244.76,244.76
1302,freegame,0.0,91.04,91.04
1303,freegame,0.0,144.96,144.96
1304,freegame,0.0,94.02,94.02
1305,freegame,0.0,14.49,14.49
1306,freegame,0.0,57.44,57.44
1307,freegame,0.0,5.4,5.4
1308,freegame,0.0,103.59,103.59
1309,freegame,0.0,9.97,9.97
1310,freegame,0.0,54.71,54.71
1311,freegame,0.0,94.21,94.21
1312,freegame,0.0,92.67,92.67
1313,freegame,0.0,90.3,90.3
1314,freegame,0.0,222.68,222.68
1315,freegame,0.0,137.35,137.35
1316,freegame,0.0,176.12,176.12
1317,freegame,0.0,19.95,19.95
1318,freegame,0.0,14.79,14.79
1319,freegame,0.0,107.81,107.81
1320,freegame,0.0,204.52,204.52
1321,freegame,0.0,117.74,117.74
1322,freegame,0.0,31.14,31.14
1323,freegame,0.0,0.0,0.0
1324,freegame,0.0,27.86,27.86
1325,freegame,0.0,144.74,144.74
1326,freegame,0.0,19.03,19.03
1327,freegame,0.0,386.09,386.09
1328,freegame,0.0,183.99,183.99
1329,freegame,0.0,248.38,248.38
1330,freegame,0.0,0.04,0.04
1331,freegame,0.0,217.45,217.45
1332,freegame,0.0,274.6,274.6
1333,freegame,0.0,44.3,44.3
1334,freegame,0.0,98.02,98.02
1335,freegame,0.0,247.11,247.11
1336,freegame,0.0,1.63,1.63
1337,freegame,0.0,223.97,223.97
1338,freegame,0.0,12.04,12.04
1339,freegame,0.0,0.02,0.02
1340,freegame,0.0,155.85,155.85
1341,freegame,0.0,189.06,189.06
1342,freegame,0.0,28.04,28.04
1343,freegame,0.0,145.17,145.17
1344,freegame,0.0,0.81,0.81
1345,freegame,0.0,70.65,70.65
1346,freegame,0.0,0.84,0.84
1347,freegame,0.0,81.7,81.7
1348,freegame,0.0,185.44,185.44
1349,freegame,0.0,20.99,20.99
1350,freegame,0.0,123.16,123.16
1351,freegame,0.0,0.54,0.54
1352,freegame,0.0,0.29,0.29
1353,freegame,0.0,189.75,189.75
1354,freegame,0.0,0.04,0.04
1355,freegame,0.0,257.28,257.28
1356,freegame,0.0,96.17,96.17
1357,freegame,0.0,227.78,227.78
1358,freegame,0.0,195.16,195.16
1359,freegame,0.0,198.31,198.31
1360,freegame,0.0,2.45,2.45
1361,freegame,0.0,61.24,61.24
1362,freegame,0.0,8.33,8.33
1363,freegame,0.0,66.98,66.98
1364,freegame,0.0,13.65,13.65
1365,freegame,0.0,111.35,111.35
1366,freegame,0.0,0.42,0.42
1367,freegame,0.0,79.65,79.65
1368,freegame,0.0,193.88,193.88
1369,freegame,0.0,59.62,59.62
1370,freegame,0.0,54.58,54.58
1371,freegame,0.0,105.0,105.0
1372,freegame,0.0,141.75,141.75
1373,freegame,0.0,284.6,284.6
1374,freegame,0.0,5.78,5.78
1375,freegame,0.0,11.19,11.19
1376,freegame,0.0,73.72,73.72
1377,freegame,0.0,45.04,45.04
1378,freegame,0.0,134.08,134.08
1379,freegame,0.0,240.18,240.18
1380,freegame,0.0,108.91,108.91
1381,freegame,0.0,20.72,20.72
1382,freegame,0.0,91.34,91.34
1383,freegame,0.0,2.42,2.42
1384,freegame,0.0,23.58,23.58
1385,freegame,0.0,224.1,224.1
1386,freegame,0.0,200.04,200.04
1387,freegame,0.0,117.23,117.23
1388,freegame,0.0,155.18,155.18
1389,freegame,0.0,97.46,97.46
1390,freegame,0.0,3.81,3.81
1391,freegame,0.0,36.65,36.65
1392,freegame,0.0,109.99,109.99
1393,freegame,0.0,279.42,279.42
1394,freegame,0.0,37.65,37.65
1395,freegame,0.0,63.61,63.61
1396,freegame,0.0,9.63,9.63
1397,freegame,0.0,67.99,67.99
1398,freegame,0.0,72.51,72.51
1399,freegame,0.0,1.37,1.37
1400,freegame,0.0,193.84,193.84
1401,freegame,0.0,125.07,125.07
1402,freegame,0.0,231.07,231.07
1403,freegame,0.0,116.01,116.01
1404,freegame,0.0,112.5,112.5
1405,freegame,0.0,26.59,26.59
1406,freegame,0.0,150.81,150.81
1407,freegame,0.0,306.19,306.19
1408,freegame,0.0,24.48,24.48
1409,freegame,0.0,21.17,21.17
1410,freegame,0.0,308.22,308.22
1411,freegame,0.0,53.3,53.3
1412,freegame,0.0,440.15,440.15
1413,freegame,0.0,8.26,8.26
1414,freegame,0.0,192.92,192.92
1415,freegame,0.0,1.9,1.9
1416,freegame,0.0,93.19,93.19
1417,freegame,0.0,138.34,138.34
1418,freegame,0.0,1.05,1.05
1419,freegame,0.0,145.58,145.58
1420,freegame,0.0,62.87,62.87
1421,freegame,0.0,304.45,304.45
1422,freegame,0.0,231.08,231.08
1423,freegame,0.0,132.36,132.36
1424,freegame,0.0,63.88,63.88
1425,freegame,0.0,11.28,11.28
1426,freegame,0.0,332.82,332.82
1427,freegame,0.0,193.21,193.21
1428,freegame,0.0,273.05,273.05
1429,freegame,0.0,207.47,207.47
1430,freegame,0.0,186.33,186.33
1431,freegame,0.0,2.11,2.11
1432,freegame,0.0,100.12,100.12
1433,freegame,0.0,335.32,335.32
1434,freegame,0.0,116.3,116.3
1435,freegame,0.0,270.93,270.93
1436,freegame,0.0,305.58,305.58
1437,freegame,0.0,144.83,144.83
1438,freegame,0.0,4.83,4.83
1439,freegame,0.0,1.79,1.79
1440,freegame,0.0,76.36,76.36
1441,freegame,0.0,33.8,33.8
1442,freegame,0.0,103.54,103.54
1443,freegame,0.0,16.18,16.18
1444,freegame,0.0,276.47,276.47
1445,freegame,0.0,100.19,100.19
1446,freegame,0.0,158.28,158.28
1447,freegame,0.0,0.99,0.99
1448,freegame,0.0,184.87,184.87
1449,freegame,0.0,157.07,157.07
1450,freegame,0.0,350.64,350.64
1451,freegame,0.0,89.39,89.39
1452,freegame,0.0,10.35,10.35
1453,freegame,0.0,110.61,110.61
1454,freegame,0.0,276.1,276.1
1455,freegame,0.0,154.83,154.83
1456,freegame,0.0,61.77,61.77
1457,freegame,0.0,168.38,168.38
1458,freegame,0.0,324.2,324.2
1459,freegame,0.0,109.14,109.14
1460,freegame,0.0,29.65,29.65
1461,freegame,0.0,147.03,147.03
1462,freegame,0.0,0.57,0.57
1463,freegame,0.0,21.48,21.48
1464,freegame,0.0,0.54,0.54
1465,freegame,0.0,109.43,109.43
1466,freegame,0.0,6.75,6.75
1467,freegame,0.0,166.51,166.51
1468,freegame,0.0,1.51,1.51
1469,freegame,0.0,114.46,114.46
1470,freegame,0.0,354.49,354.49
1471,freegame,0.0,196.15,196.15
1472,freegame,0.0,280.91,280.91
1473,freegame,0.0,0.18,0.18
1474,freegame,0.0,78.37,78.37
1475,freegame,0.0,128.27,128.27
1476,freegame,0.0,227.43,227.43
1477,freegame,0.0,108.49,108.49
1478,freegame,0.0,42.27,42.27
1479,freegame,0.0,29.75,29.75
1480,freegame,0.0,21.77,21.77
1481,freegame,0.0,0.02,0.02
1482,freegame,0.0,47.92,47.92
1483,freegame,0.0,342.22,342.22
1484,freegame,0.0,0.07,0.07
1485,freegame,0.0,71.13,71.13
1486,freegame,0.0,165.46,165.46
1487,freegame,0.0,0.8,0.8
1488,freegame,0.0,37.52,37.52
1489,freegame,0.0,340.51,340.51
1490,freegame,0.0,63.29,63.29
1491,freegame,0.0,203.23,203.23
1492,freegame,0.0,28.05,28.05
1493,freegame,0.0,223.96,223.96
1494,freegame,0.0,9.42,9.42
1495,freegame,0.0,31.11,31.11
1496,freegame,0.0,28.07,28.07
1497,freegame,0.0,0.19,0.19
1498,freegame,0.0,180.32,180.32
1499,freegame,0.0,251.41,251.41
1500,freegame,0.0,206.28,206.28
1501,freegame,0.0,83.47,83.47
1502,freegame,0.0,4.58,4.58
1503,freegame,0.0,212.64,212.64
1504,freegame,0.0,244.25,244.25
1505,freegame,0.0,57.51,57.51
1506,freegame,0.0,0.32,0.32
1507,freegame,0.0,0.05,0.05
1508,freegame,0.0,136.93,136.93
1509,freegame,0.0,17.65,17.65
1510,freegame,0.0,20.77,20.77
1511,freegame,0.0,121.58,121.58
1512,freegame,0.0,132.12,132.12
1513,freegame,0.0,376.34,376.34
