id,criteria,baseGameWins,freeGameWins,payoutMultiplier
1514,freegame,0.0,137.34,137.34
1515,freegame,0.0,0.37,0.37
1516,freegame,0.0,203.97,203.97
1517,freegame,0.0,181.28,181.28
1518,freegame,0.0,0.1,0.1
1519,freegame,0.0,39.35,39.35
1520,freegame,0.0,79.4,79.4
1521,freegame,0.0,27.96,27.96
1522,freegame,0.0,32.41,32.41
1523,freegame,0.0,87.64,87.64
1524,freegame,0.0,4.25,4.25
1525,freegame,0.0,245.85,245.85
1526,freegame,0.0,9.65,9.65
1527,freegame,0.0,243.27,243.27
1528,freegame,0.0,85.54,85.54
1529,freegame,0.0,0.49,0.49
1530,freegame,0.0,161.53,161.53
1531,freegame,0.0,254.88,254.88
1532,freegame,0.0,327.79,327.79
1533,freegame,0.0,166.83,166.83
1534,freegame,0.0,0.97,0.97
1535,freegame,0.0,134.47,134.47
1536,freegame,0.0,205.73,205.73
1537,freegame,0.0,207.16,207.16
1538,freegame,0.0,123.3,123.3
1539,freegame,0.0,5.18,5.18
1540,freegame,0.0,288.91,288.91
1541,freegame,0.0,3.73,3.73
1542,freegame,0.0,42.47,42.47
1543,freegame,0.0,28.32,28.32
1544,freegame,0.0,267.31,267.31
1545,freegame,0.0,1.61,1.61
1546,freegame,0.0,112.69,112.69
1547,freegame,0.0,2.22,2.22
1548,freegame,0.0,30.74,30.74
1549,freegame,0.0,174.63,174.63
1550,freegame,0.0,0.51,0.51
1551,freegame,0.0,44.36,44.36
1552,freegame,0.0,2.86,2.86
1553,freegame,0.0,146.02,146.02
1554,freegame,0.0,170.65,170.65
1555,freegame,0.0,0.86,0.86
1556,freegame,0.0,236.42,236.42
1557,freegame,0.0,0.0,0.0
1558,freegame,0.0,59.63,59.63
1559,freegame,0.0,128.98,128.98
1560,freegame,0.0,150.99,150.99
1561,freegame,0.0,254.7,254.7
1562,freegame,0.0,164.41,164.41
1563,freegame,0.0,66.86,66.86
1564,freegame,0.0,78.92,78.92
1565,freegame,0.0,92.89,92.89
1566,freegame,0.0,80.48,80.48
1567,freegame,0.0,165.12,165.12
1568,freegame,0.0,5.12,5.12
1569,freegame,0.0,136.96,136.96
1570,freegame,0.0,115.1,115.1
1571,freegame,0.0,16.94,16.94
1572,freegame,0.0,18.01,18.01
1573,freegame,0.0,18.74,18.74
1574,freegame,0.0,98.45,98.45
1575,freegame,0.0,117.17,117.17
1576,freegame,0.0,42.38,42.38
1577,freegame,0.0,28.04,28.04
1578,freegame,0.0,0.09,0.09
1579,freegame,0.0,113.98,113.98
1580,freegame,0.0,159.38,159.38
1581,freegame,0.0,171.22,171.22
1582,freegame,0.0,280.62,280.62
1583,freegame,0.0,176.15,176.15
1584,freegame,0.0,212.54,212.54
1585,freegame,0.0,200.94,200.94
1586,freegame,0.0,1.98,1.98
1587,freegame,0.0,287.87,287.87
1588,freegame,0.0,76.55,76.55
1589,freegame,0.0,93.47,93.47
1590,freegame,0.0,8.42,8.42
1591,freegame,0.0,301.97,301.97
1592,freegame,0.0,26.21,26.21
1593,freegame,0.0,242.69,242.69
1594,freegame,0.0,82.34,82.34
1595,freegame,0.0,240.75,240.75
1596,freegame,0.0,273.4,273.4
1597,freegame,0.0,142.93,142.93
1598,freegame,0.0,58.02,58.02
1599,freegame,0.0,9.81,9.81
1600,freegame,0.0,62.67,62.67
